Entity_Name,Entity_Type,Variable_Name,Type,Nullable,Default_Value,Security_Policies,Full_View_Definition
post_comments,BASE TABLE (Physical),user_id,uuid,YES,null,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),username,text,YES,'anonymous'::text,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),content,text,NO,null,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),is_participant,boolean,YES,false,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),borough,text,YES,null,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),zip_code,text,YES,null,NO RLS / PUBLIC OR VIEW,null
post_comments,BASE TABLE (Physical),created_at,timestamp with time zone,NO,"timezone('utc'::text, now())",NO RLS / PUBLIC OR VIEW,null
post_reactions,BASE TABLE (Physical),id,uuid,NO,uuid_generate_v4(),"COMMAND: INSERT | POLICY: Allow public reactions insert | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: Allow public reactions select | USING: true | CHECK: 
---
COMMAND: DELETE | POLICY: Allow public reactions delete | USING: true | CHECK: ",null
post_reactions,BASE TABLE (Physical),post_id,uuid,YES,null,"COMMAND: INSERT | POLICY: Allow public reactions insert | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: Allow public reactions select | USING: true | CHECK: 
---
COMMAND: DELETE | POLICY: Allow public reactions delete | USING: true | CHECK: ",null
post_reactions,BASE TABLE (Physical),user_id,uuid,YES,null,"COMMAND: INSERT | POLICY: Allow public reactions insert | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: Allow public reactions select | USING: true | CHECK: 
---
COMMAND: DELETE | POLICY: Allow public reactions delete | USING: true | CHECK: ",null
post_reactions,BASE TABLE (Physical),emoji_text,text,NO,null,"COMMAND: INSERT | POLICY: Allow public reactions insert | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: Allow public reactions select | USING: true | CHECK: 
---
COMMAND: DELETE | POLICY: Allow public reactions delete | USING: true | CHECK: ",null
post_reactions,BASE TABLE (Physical),created_at,timestamp with time zone,YES,now(),"COMMAND: INSERT | POLICY: Allow public reactions insert | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: Allow public reactions select | USING: true | CHECK: 
---
COMMAND: DELETE | POLICY: Allow public reactions delete | USING: true | CHECK: ",null
profiles,BASE TABLE (Physical),id,uuid,NO,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),username,text,NO,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),bio,character varying,YES,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),home_zip,text,NO,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),clout_points,integer,YES,0,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),updated_at,timestamp with time zone,YES,now(),"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),referral_code,text,YES,"SUBSTRING(replace((gen_random_uuid())::text, '-'::text, ''::text) FROM 1 FOR 8)","COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),referred_by_code,text,YES,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),last_nyc_ping_at,timestamp without time zone,YES,null,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
profiles,BASE TABLE (Physical),last_participant_status,text,YES,'orbiter'::text,"COMMAND: UPDATE | POLICY: Profiles: Limited Update Ownership | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: SELECT | POLICY: Profiles: Public Identification | USING: true | CHECK: 
---
COMMAND: SELECT | POLICY: Public profiles are viewable by everyone. | USING: true | CHECK: 
---
COMMAND: UPDATE | POLICY: Users can update limited profile fields. | USING: (auth.uid() = id) | CHECK: ((auth.uid() = id) AND (NOT (clout_points IS DISTINCT FROM clout_points)))
---
COMMAND: UPDATE | POLICY: Users can update own bio and username | USING: (auth.uid() = id) | CHECK: (auth.uid() = id)",null
referral_logs,BASE TABLE (Physical),id,uuid,NO,gen_random_uuid(),"COMMAND: SELECT | POLICY: Users can view own referrals | USING: (auth.uid() = new_user_id) | CHECK: ",null
referral_logs,BASE TABLE (Physical),referrer_id,uuid,NO,null,"COMMAND: SELECT | POLICY: Users can view own referrals | USING: (auth.uid() = new_user_id) | CHECK: ",null
referral_logs,BASE TABLE (Physical),new_user_id,uuid,NO,null,"COMMAND: SELECT | POLICY: Users can view own referrals | USING: (auth.uid() = new_user_id) | CHECK: ",null
referral_logs,BASE TABLE (Physical),created_at,timestamp with time zone,YES,now(),"COMMAND: SELECT | POLICY: Users can view own referrals | USING: (auth.uid() = new_user_id) | CHECK: ",null
security_logs,BASE TABLE (Physical),id,uuid,NO,gen_random_uuid(),"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),created_at,timestamp with time zone,YES,now(),"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),user_id,uuid,YES,null,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),device_id,text,NO,null,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),ip_address,inet,NO,null,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),action_type,text,YES,'site_load'::text,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),user_agent,text,YES,null,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),origin_page,text,YES,null,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
security_logs,BASE TABLE (Physical),metadata,jsonb,YES,'{}'::jsonb,"COMMAND: SELECT | POLICY: Admins only read security logs | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Enable insert for tracking pulse | USING:  | CHECK: true
---
COMMAND: SELECT | POLICY: GM: View Security Pulse | USING: (auth.uid() = 'a6630d04-ffbf-4ac6-bfd2-c1035776056a'::uuid) | CHECK: 
---
COMMAND: INSERT | POLICY: Security: Silent Pulse Insert | USING:  | CHECK: true",null
